ID,age,male_dummy,tprofile_GOR,profile_education_level,tprofile_gross_household,ethnicity_R,tparent_1,tparent_2,parent_dummy,Vote2019R,pastvote_EURef,new_socgrade,Political_Left_Right,W8,page2values1_1,page2values1_2,page2values1_3,page2values1_4,page2values1_5,page2values1_6,page2values1_7,page2values1_8,page2values1_9,page2values1a_1,page2values1a_2,page2values1a_3,page2values1a_4,page2values1a_5,page2values1a_6,page2values1a_7,page2values1a_8,page2values1a_9,page3_splitgroups,page3vid_control,page3vid_threat,page3vid_hope,page3vid_justice,ClimateAngerLeaders,ClimateAngerPeople,ClimateWorry,ClimateHope,page4posttreatment2_1,page4posttreatment2_2,page4posttreatment2_3,page4posttreatment2_4,page4posttreatment2_5,page4posttreatment2_6,page4posttreatment3_1,page4posttreatment3_2,page4posttreatment3_3,page4posttreatment3_4,page4posttreatment3_5,page4posttreatment3_6,page4posttreatment3_7,page4posttreatment3_8,page4posttreatment3_9,page4posttreatment3_10,page4posttreatment3_11,page4posttreatment3_12,page4posttreatment3_13,page4posttreatment3_14,page4posttreatment3_15,page4posttreatment3_16,page4posttreatment3_17,page4posttreatment3_18,page4posttreatment3_19,page4posttreatment3_20,page4posttreatment5_1,page4posttreatment5_2,page4posttreatment5_3,SecureClimateNiche,DemocracyForClimate,AuthoritarianClimateAction,page5posttreatment6_1,page5posttreatment6_2,page5posttreatment6_3,page5posttreatment6_4,page5posttreatment6_5,page5posttreatment6_6,page5posttreatment6_7,page5posttreatment6_8,page5posttreatment6_9,page5posttreatment6_10,page5posttreatment6_11,page5posttreatment6_12,page5posttreatment7_1,page5posttreatment7_2,page5posttreatment7_3,page5posttreatment7_4,page5posttreatment7_5,page5posttreatment7_6,page5posttreatment7_7,page5posttreatment7_8,NoPoliticalEfficacy,page6posttreatment8_2,page6posttreatment8_3,TrustStrangers,TrustGovernment,TrustParliament,page6posttreatment10_1,page6posttreatment10_2,page6posttreatment10_3,page6posttreatment10_4,page6posttreatment10_5,page6posttreatment10_6,page6posttreatment11_1,page6posttreatment11_2,page6posttreatment11_3,page6posttreatment11_4,page6posttreatment11_5,ChildFutureConcerns,academic_dummy,white_dummy,Selfenh_Values,Altr_values,Biosph_values,ConformTrad,Openness,Selftransc_Val,Author_Val,Domin_Val,Power_Values,page4posttreatment2_5r,page4posttreatment2_6r,EDO,page4posttreatment3_15r,page4posttreatment3_16r,page4posttreatment3_19r,page4posttreatment3_20r,SDO,page4posttreatment3_3r,page4posttreatment3_4r,page4posttreatment3_7r,page4posttreatment3_8r,page4posttreatment3_11r,page4posttreatment3_12r,Submission,Tradition,Aggression,RWA,EcoFasc1,ProClimatePolSupp,AntiClimatePolSupp,Meat_Dairy_D,Avoid_Car_D,Consume_Less_D,Fly_Less_D,Contact_MP_D,Influence_Others_D,No_ClimateAction_D,PersClimateAction,page6posttreatment10_1r,page6posttreatment10_2r,page6posttreatment10_3r,page6posttreatment10_4r,page6posttreatment10_5r,page6posttreatment10_6r,SufficiencyNorms,Anomie,AntiFossilFuelNorms,WorryMinusHope
919,56,0,11,13,NA,1,2,1,1,1,2,2,4,1.175536906,4,2,6,4,6,4,3,1,2,5,5,4,4,2,2,2,2,2,2,0,1,0,0,6,6,11,1,4,4,4,4,5,4,3,2,6,6,6,4,4,4,5,6,3,3,4,4,6,5,5,4,4,5,4,4,4,4,4,4,4,4,5,2,2,6,4,4,4,2,2,4,2,2,2,2,2,2,1,2,6,5,6,5,3,3,1,5,5,1,1,1,4,6,5,6,4,4,0,1,2,4.5,3,5,2,4,3,-2.5,2,3,4,3.833333333,2,3,4,3,3.625,2,2,4,4,5,5,2.25,4.5,5.25,4,4,3,4.166666667,0,0,0,0,0,0,1,0,-1,0,0,-1,-1,-1,-1,5,-0.333333333,10
920,71,0,11,18,3,1,2,2,0,1,2,2,4,1.701846335,5,4,6,5,4,5,5,2,3,4,4,4,4,3,3,2,2,2,4,0,0,0,1,6,6,7,7,3,4,1,4,5,4,4,4,4,5,5,4,3,2,5,5,3,5,4,1,4,5,4,2,5,5,4,4,4,5,4,5,4,4,5,4,3,5,5,3,4,4,5,3,2,2,1,2,2,2,2,2,4,4,5,5,7,7,5,5,1,3,5,3,4,3,4,4,2,2,0,1,2.25,4.25,4.5,4.75,3.25,4.333333333,1.5,-2,2,3,4,3.166666667,4,3,3,3,3,4,3,5,6,5,3,3.75,5,4.5,4.416666667,4,4.166666667,4,0,0,1,0,0,0,0,1,0,0,-1,1,0,1,0.666666667,3.4,-0.333333333,0
921,35,0,7,11,7,1,2,2,0,5,1,1,2,0.562060263,6,6,2,2,6,6,6,2,1,3,2,4,4,4,5,1,2,4,1,1,0,0,0,11,8,8,6,5,1,1,3,5,6,1,1,7,7,1,1,7,6,2,2,6,6,1,1,6,6,2,3,5,6,1,1,1,2,6,6,7,1,1,6,6,2,7,1,4,4,4,1,1,1,1,2,2,1,2,2,6,3,4,4,0,0,3,3,3,3,3,3,2,6,4,6,4,5,0,1,2,5,6,2.25,4.25,5.333333333,-2,-3,3,3,2,2.5,2,2,3,2,2,1,1,1,2,2,2,1,1.25,2,1.416666667,1,5.666666667,1.666666667,1,1,1,0,0,1,0,4,1,1,1,1,1,1,1,4.4,1,2
922,38,1,7,16,14,4,2,2,0,1,1,1,2,0.783560699,5,4,3,2,4,5,5,2,2,3,3,3,4,2,2,3,3,4,4,0,0,0,1,9,7,4,4,1,3,1,1,3,2,3,3,6,7,2,2,5,6,5,5,5,3,3,2,6,6,3,3,6,5,1,2,1,4,6,5,7,2,2,7,5,1,6,1,6,1,3,2,2,1,2,2,2,2,2,2,6,6,6,4,2,NA,3,4,4,3,3,3,3,6,4,5,2,2,1,0,3,4,4.5,2.75,2.75,4.166666667,0,-1,3.5,5,6,2.833333333,2,2,2,3,2.5,2,1,3,2,3,5,2.25,2.25,4.5,3,1.333333333,5.666666667,1.5,0,1,0,0,0,0,0,1,1,2,2,1,1,1,1,4,1.666666667,0
923,53,0,10,18,11,1,1,2,1,6,1,2,4,0.945958706,4,4,3,3,4,5,4,3,1,3,3,5,5,3,4,1,2,2,3,0,0,1,0,7,7,7,7,5,5,5,5,5,5,4,4,4,5,4,3,4,4,5,5,5,5,4,4,5,5,4,4,5,5,6,3,2,3,3,5,5,3,4,4,2,5,5,4,4,5,2,5,2,2,2,2,2,2,1,2,5,4,6,3,1,2,2,4,2,2,3,2,5,5,5,5,1,5,0,1,1.5,4.75,4,3,3.5,4.5,-0.5,-3.25,2,3,3,4.333333333,3,3,3,3,3.5,4,3,4,4,3,3,3.75,3.75,4,3.833333333,3.666666667,3.666666667,4.333333333,0,0,0,0,0,0,1,0,-2,2,-2,-2,1,-2,-1,4.2,-0.666666667,0
924,69,0,9,4,3,1,2,1,1,7,1,1,8,0.638987624,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,4,0,0,0,1,7,7,5,4,3,4,3,3,4,3,3,3,5,2,5,5,5,3,2,3,5,4,3,3,5,3,5,3,5,5,5,5,5,5,4,5,5,3,5,4,3,5,5,3,5,4,3,5,2,2,2,2,2,2,1,2,5,5,3,5,4,4,5,5,5,3,2,2,5,5,5,5,5,5,0,1,2,3,3,3,2.25,3,0.75,-1,2,4,5,3.666666667,3,5,3,3,3.5,3,6,3,5,3,4,3.75,4.5,3,3.75,5,4.166666667,4.166666667,0,0,0,0,0,0,1,0,0,0,0,1,-2,-2,-1,5,0,1
925,80,0,10,13,5,1,2,1,1,3,1,1,3,1.318250475,4,5,5,4,3,5,5,2,2,4,2,5,5,2,3,1,1,2,2,0,1,0,0,8,8,9,6,4,4,4,4,4,5,3,3,5,5,4,4,5,5,2,4,4,5,4,2,5,5,4,5,5,6,2,3,2,2,4,5,5,1,4,4,3,3,7,2,4,5,4,4,1,2,1,2,2,1,2,2,5,4,5,NA,3,3,3,3,5,4,4,3,5,4,4,5,3,4,0,1,1.5,4.5,4.5,3.75,3,4.5,0.75,-3,1.5,4,3,3.833333333,3,3,3,2,3.25,3,3,3,3,4,3,3,3.5,3.25,3.25,2.333333333,4.5,3.166666667,1,0,1,0,0,1,0,3,1,1,0,2,2,1,1.666666667,4.2,0.666666667,3
926,52,0,9,11,2,1,2,2,0,7,3,2,4,0.445554536,5,3,6,3,6,4,2,1,1,6,3,6,3,2,2,1,1,1,4,0,0,0,1,3,3,3,3,4,4,4,2,6,5,3,4,6,5,5,4,4,4,5,5,5,3,4,4,5,7,4,4,5,5,4,5,4,4,5,4,5,4,4,4,1,7,4,4,4,5,4,4,1,1,1,2,2,2,2,2,6,6,4,0,2,2,5,5,5,5,5,5,4,5,4,4,4,5,0,1,1,4.75,4,4.5,1.75,4.5,2.75,-3.75,1,2,3,3.166666667,3,1,3,3,3.25,2,3,4,4,3,5,3,4.25,4.5,3.916666667,4.333333333,3.666666667,4.666666667,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,4.2,0,0
927,66,0,5,9,5,1,2,2,0,7,1,2,4,0.534487397,4,3,5,5,4,5,3,2,2,5,3,3,3,2,3,2,2,2,3,0,0,1,0,8,7,7,6,4,5,4,4,5,5,4,4,5,5,5,3,4,3,4,5,5,4,4,4,4,5,4,4,5,5,5,5,4,4,5,5,5,3,5,6,4,5,4,3,5,5,4,4,2,1,2,2,2,2,2,2,5,4,5,4,3,4,5,5,5,3,3,3,5,5,4,4,5,5,0,1,2,3.75,3.5,4.5,2.5,3.666666667,2,-1.75,2,3,3,3.833333333,4,3,3,3,3.625,3,3,4,5,3,4,3.5,4.25,4,3.916666667,4.666666667,4.666666667,4.166666667,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,4.6,0,1
928,77,1,10,1,8,1,2,1,1,7,3,1,4,0.40266178,6,6,6,3,4,4,5,1,5,2,4,4,5,5,2,5,3,3,4,0,0,0,1,11,9,11,1,1,1,1,7,7,7,1,1,7,7,6,2,3,1,7,5,5,5,1,1,7,7,1,1,7,7,1,7,2,7,1,7,7,1,1,7,1,3,7,3,5,3,1,7,1,2,2,1,2,1,2,2,7,5,1,2,0,0,3,4,4,3,4,1,3,5,3,6,5,1,0,1,4,4.25,6,3.75,3.25,4.833333333,0.5,-0.25,3,1,1,2,1,1,1,1,1,1,1,5,7,3,3,1,5,4.5,3.5,3.333333333,4.666666667,3,1,0,0,1,0,1,0,3,1,2,2,1,2,-1,0.666666667,4.4,1.666666667,10
929,44,1,8,1,3,1,1,1,1,7,2,2,6,1.021192024,3,3,6,6,6,5,4,2,2,4,6,4,1,3,4,1,2,3,1,1,0,0,0,1,4,4,3,1,3,6,3,6,7,1,1,6,7,7,1,1,2,7,7,3,6,1,1,7,7,7,1,6,6,6,7,1,6,2,1,5,7,7,6,7,2,7,7,4,3,1,7,2,1,2,2,2,2,2,2,6,2,7,0,0,0,5,4,2,4,4,4,6,5,6,6,6,2,0,1,2,4,3,5.5,3.25,3.666666667,2.25,-2,2.5,2,1,2.666666667,1,1,2,2,2,2,1,7,6,5,2,1.25,5.25,5.25,3.916666667,4.666666667,5,5.5,0,1,0,0,0,0,0,1,0,2,-2,2,2,2,2,5.8,0,1
930,66,1,9,5,NA,1,2,2,0,1,2,1,6,1.064099831,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,0,0,1,9,1,1,6,4,6,6,6,1,2,2,3,6,7,5,4,4,4,5,5,3,4,5,5,5,5,5,5,5,5,7,5,5,4,4,2,1,7,7,1,1,7,1,6,1,7,1,6,2,2,2,2,2,2,1,2,6,1,7,3,2,2,1,1,1,3,3,2,4,5,5,5,5,5,0,1,3,3.25,3,3,3,3.166666667,0,-0.25,3,7,6,5.833333333,3,3,3,3,4,2,1,4,4,5,4,2,4.25,4.75,3.666666667,5.666666667,1,6.666666667,0,0,0,0,0,0,1,0,-1,-1,-1,1,1,-2,0,4.8,-1,-5
931,43,0,8,11,NA,1,2,2,0,2,1,1,1,0.458821761,6,6,1,2,6,6,6,4,3,3,2,6,6,5,3,2,2,3,1,1,0,0,0,11,11,11,1,1,1,1,1,7,7,2,1,7,7,2,1,6,4,3,5,7,5,1,1,7,7,7,1,7,7,1,1,1,6,5,6,7,1,1,7,7,1,7,1,7,1,7,1,1,1,1,2,1,2,2,2,5,2,5,3,1,1,3,4,4,3,3,3,6,5,6,7,2,7,0,1,2.5,6,6,2,4.5,6,-2.5,-3.5,2.5,1,1,1,1,1,1,1,1.75,1,1,2,4,1,3,1.25,2.25,3,2.166666667,1,7,1,1,1,1,0,1,0,0,3,1,2,2,1,1,1,1,5.2,1.666666667,10
932,37,1,8,16,NA,1,2,2,0,5,1,2,2,0.759502693,6,6,5,3,4,6,6,2,4,6,4,4,6,3,6,4,2,2,4,0,0,0,1,8,7,8,7,2,2,4,1,6,7,2,1,6,6,3,3,6,5,2,2,6,6,3,2,6,6,6,3,6,6,3,2,3,4,5,6,7,1,1,7,6,2,7,2,6,2,5,4,1,1,1,2,2,1,2,2,3,4,5,3,4,NA,3,4,4,4,2,4,5,5,3,3,2,4,1,1,3,5,6,4.5,4.25,5.333333333,0.25,-2,2,2,1,2,2,2,2,2,2.75,2,2,2,3,2,2,1.75,2.75,2,2.166666667,2.666666667,6.333333333,2,1,1,1,0,0,1,0,4,1,2,2,2,-2,2,0.666666667,3.6,1.666666667,1
933,54,1,3,18,13,1,2,2,0,1,2,2,2,1.269112668,3,4,5,3,3,5,4,3,3,5,5,4,3,3,4,2,2,3,4,0,0,0,1,7,7,8,7,2,4,3,2,5,6,2,1,7,6,6,5,3,2,5,6,3,4,4,4,6,5,5,4,4,5,4,4,5,5,4,7,5,4,4,4,2,4,6,2,2,6,3,5,2,2,2,2,2,2,1,2,4,3,7,5,0,0,2,2,3,1,2,3,4,5,4,6,4,6,0,1,2.5,3.75,3.5,4.5,3.5,3.666666667,1,-1.25,2.5,3,2,2.666666667,2,3,4,3,3.625,1,2,5,6,5,4,1.5,5.5,5,4,4.333333333,3.666666667,4.166666667,0,0,0,0,0,0,1,0,-2,-2,1,-1,-2,1,-0.666666667,4.6,-1,1
934,68,1,11,1,8,1,2,1,1,1,2,2,5,1.078366521,2,3,4,3,4,2,4,4,3,3,3,4,2,4,4,3,2,3,2,0,1,0,0,4,4,6,6,5,5,5,6,2,2,3,3,5,5,5,4,4,4,6,5,1,1,5,5,5,5,5,5,3,2,7,7,4,5,3,6,2,4,5,1,1,7,2,4,1,4,1,2,2,1,1,2,2,2,2,2,2,4,2,7,8,8,5,5,5,5,3,3,4,5,5,4,4,2,0,1,2.75,3,2.5,3.25,4,2.833333333,-0.75,-0.25,2.5,6,6,5.5,3,3,5,6,4.625,3,3,4,4,7,7,3,4.25,6.25,4.5,6,1.333333333,4.333333333,0,1,1,0,0,0,0,2,0,0,0,0,1,1,0.666666667,4.4,0,0
935,52,0,8,16,12,1,2,1,1,2,1,1,3,0.65582848,4,4,5,3,3,5,5,1,2,6,3,4,3,3,3,2,1,1,3,0,0,1,0,7,6,9,6,6,2,4,5,6,2,2,1,6,7,4,4,4,4,3,5,5,4,4,2,6,2,5,2,6,6,2,2,2,5,5,5,6,3,3,3,3,4,6,1,4,2,5,2,1,1,2,2,1,2,2,2,7,3,3,4,0,2,5,3,5,3,5,3,3,2,4,5,2,3,1,1,1.5,3.75,4,4.25,3,3.833333333,1.25,-2.25,1,2,6,4.166666667,2,6,2,2,3.125,2,1,4,4,3,4,1.5,4,3.75,3.083333333,2,4.5,2.5,1,1,0,0,1,0,0,2,0,1,0,1,0,1,0.666666667,3.2,0.333333333,3
936,57,0,2,18,10,1,1,1,1,2,1,1,3,0.494723046,6,6,5,4,6,5,6,5,5,6,2,5,6,4,5,4,2,1,2,0,1,0,0,11,9,11,6,3,3,2,4,5,4,3,1,6,7,3,2,6,5,6,5,6,6,2,1,6,6,2,2,6,6,2,2,2,5,5,6,7,3,1,7,5,2,7,1,6,2,5,3,1,1,1,2,1,1,2,2,2,4,7,5,1,3,4,4,4,4,3,4,5,6,3,5,1,4,0,1,3,5.5,6,4.25,5,5.666666667,-0.75,-2.5,1.5,3,4,3.166666667,2,2,2,2,1.875,2,1,2,3,2,2,1.75,2.5,3.75,2.666666667,2,6.166666667,2,1,1,1,0,1,1,0,4,2,2,2,2,1,2,1.666666667,4,2,5
937,37,0,7,11,5,2,1,2,1,1,2,1,4,0.971512491,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,5,2,4,4,0,0,0,1,2,3,8,4,4,4,4,4,4,4,1,1,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,5,4,4,4,4,6,3,4,4,4,4,2,4,2,1,1,2,1,1,2,2,7,5,6,5,0,0,3,3,5,5,2,1,6,6,6,6,7,6,0,0,4,4.5,5,4.5,4.25,4.666666667,0.25,-0.5,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,2,4.25,4,3.416666667,5,4,3.833333333,0,1,1,0,1,1,0,3,1,1,0,0,-2,-1,-1,6.2,0.666666667,4
938,51,0,5,8,11,1,2,1,1,7,3,2,8,0.672343378,3,3,2,3,3,3,4,1,2,3,3,3,3,2,2,2,2,2,1,1,0,0,0,2,3,5,8,4,5,4,3,4,6,3,2,5,7,4,3,2,4,5,4,4,4,4,4,6,5,4,4,4,4,6,4,3,4,4,4,5,3,6,4,4,4,6,4,4,4,4,7,2,2,1,2,2,2,2,2,6,6,6,3,2,2,1,1,1,1,2,1,6,5,4,5,4,3,0,1,2,3,3,2.75,2.25,3,0.5,-1,2,4,2,3.666666667,2,3,4,4,3.625,3,1,6,4,4,4,2.25,4.25,4.25,3.583333333,4.333333333,4.5,4.666666667,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-2,-1,-1.333333333,4.8,-1,-3
939,34,0,5,16,9,1,1,2,1,2,1,1,2,0.827856501,5,5,2,2,6,5,4,4,4,2,2,4,4,2,3,3,3,4,2,0,1,0,0,9,7,10,6,4,3,4,3,4,5,2,2,6,6,2,2,6,5,2,2,6,7,2,1,6,6,4,2,6,6,5,1,2,3,5,5,7,1,1,7,7,1,7,1,6,2,6,1,1,2,1,2,2,1,2,2,2,2,5,7,3,2,4,4,4,3,3,3,3,4,3,3,2,5,1,1,3.5,4.75,5,2,3.25,4.833333333,-1.25,-1.25,3.5,4,3,3.5,2,2,2,2,2.125,2,2,2,3,2,1,2,2.25,1.75,2,2.666666667,6.666666667,1.166666667,1,0,1,0,0,1,0,3,2,2,2,1,1,1,1,3,2,4
940,48,0,3,16,11,1,1,2,1,1,2,1,4,1.389850746,5,5,5,4,5,5,4,4,3,4,2,4,5,3,5,2,2,3,2,0,1,0,0,8,7,8,7,4,4,4,2,5,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,5,3,5,5,2,5,5,4,4,6,3,7,1,1,1,2,2,1,2,2,3,3,3,5,5,5,3,5,5,3,1,3,3,4,3,4,4,2,1,1,2.5,4.75,5,3.75,4,4.833333333,-0.25,-2.25,2.5,3,4,3.5,4,3,4,4,3.875,3,3,4,4,4,4,3.25,4,4,3.75,4.666666667,4,5,1,1,1,0,0,1,0,4,1,0,0,1,-1,1,0.333333333,3.6,0.333333333,1
941,35,1,7,11,13,1,2,2,0,7,3,1,4,0.425891989,5,5,5,3,5,5,5,5,5,4,3,5,5,5,6,3,2,3,1,1,0,0,0,8,8,7,5,2,2,2,2,4,5,2,2,6,6,4,2,4,5,2,4,5,5,4,2,4,6,2,2,6,6,2,2,2,6,5,5,5,4,2,6,6,2,7,1,6,1,6,1,1,1,1,2,2,1,2,2,4,2,5,5,0,0,5,3,3,3,5,3,6,6,6,4,3,4,0,1,3.25,5,5,3.75,5.25,5,-1.5,-1.75,2.5,4,3,2.5,4,2,2,2,2.5,2,2,4,3,3,3,2,3.25,3,2.75,2,6,1.833333333,1,1,1,0,0,1,0,4,0,1,1,1,0,1,0.666666667,5,0.666666667,2
942,23,1,3,20,NA,1,2,2,0,2,3,2,2,1.823473329,5,6,2,2,6,6,6,5,4,2,3,5,6,6,6,2,2,4,2,0,1,0,0,11,3,10,7,1,2,1,2,7,4,1,2,6,7,2,1,6,7,4,3,6,5,1,1,7,7,1,1,6,7,1,1,1,4,6,4,7,4,2,7,6,2,6,1,6,4,7,1,2,1,1,2,2,1,2,2,3,5,5,7,6,6,3,4,3,5,4,3,4,2,5,4,5,2,0,1,3,5.75,5.5,2.25,5.75,5.666666667,-3.5,-2.75,3,1,4,1.833333333,1,1,2,1,1.125,2,1,2,1,2,3,1.5,1.5,3,2,1,6.5,2.333333333,0,1,1,0,0,1,0,3,1,2,1,0,2,1,1,4,1.333333333,3
943,30,0,4,17,14,1,1,2,1,2,1,1,2,0.692160084,6,6,3,2,6,6,6,4,3,3,2,6,6,6,5,3,2,3,2,0,1,0,0,11,6,11,5,2,2,2,2,6,6,2,2,7,7,2,2,7,7,3,4,6,4,1,1,7,7,2,2,7,7,2,1,1,5,4,6,7,1,1,7,7,1,7,1,6,1,7,4,1,2,1,1,2,1,2,2,5,2,4,5,0,0,3,4,4,3,1,1,2,4,2,5,4,2,1,1,2.75,6,6,2.5,5.25,6,-2.75,-3.25,2.5,2,2,2,1,1,1,1,1.25,1,1,1,1,2,4,1.5,1.5,3.25,2.083333333,1.333333333,6.833333333,1.5,1,0,1,1,0,1,0,4,1,2,2,1,-1,-1,-0.333333333,3.4,1.666666667,6
944,48,0,5,16,7,1,1,1,1,2,1,1,3,0.827856501,5,4,3,2,5,6,6,4,4,2,3,6,6,5,5,4,4,5,3,0,0,1,0,8,6,8,5,5,5,4,5,6,4,2,2,6,6,4,3,5,5,4,3,3,3,4,1,5,6,3,2,6,6,4,1,4,4,6,4,7,1,3,6,6,3,7,7,7,2,5,2,1,2,1,2,2,2,2,2,3,3,7,8,2,4,4,4,3,3,3,1,4,4,5,5,3,3,1,1,4.25,5.75,4.5,2.5,5,5.333333333,-2.5,-1.5,4.5,2,4,4.166666667,3,2,2,2,2.375,2,2,3,3,5,5,2,3.25,4.25,3.166666667,3,6.333333333,3,1,0,1,0,0,0,0,2,2,2,1,1,1,-1,0.333333333,4.2,1.666666667,3
945,41,0,2,9,4,1,1,2,1,7,3,2,8,0.680603178,3,2,3,2,3,3,5,3,4,3,2,5,4,2,2,5,2,2,1,1,0,0,0,5,2,4,3,5,3,5,6,7,5,3,3,5,6,5,4,3,2,3,3,6,3,5,3,3,5,3,3,5,5,2,3,3,5,3,3,7,2,5,4,2,7,3,3,4,6,3,2,2,2,2,2,2,2,1,2,7,5,3,2,2,3,5,5,5,3,1,3,5,5,5,6,5,1,0,1,3.25,3.75,2.5,2.5,3,3.333333333,-0.5,-0.5,2,1,3,3.833333333,5,3,3,3,3.5,3,2,5,6,2,5,2.75,5,3.25,3.666666667,2.666666667,3.833333333,4.166666667,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0.333333333,5.2,0,1
946,61,0,5,18,NA,1,2,1,1,7,1,2,4,0.484272125,5,4,3,3,5,5,4,2,2,3,3,5,5,3,3,2,2,2,1,1,0,0,0,8,6,7,7,4,5,4,3,4,4,3,4,5,6,5,4,3,4,5,5,5,5,2,1,6,7,3,2,5,7,5,4,3,4,4,5,5,3,5,4,3,5,5,4,4,5,3,4,2,2,1,2,2,2,2,2,5,5,4,5,4,4,5,3,3,2,5,1,4,4,4,5,5,4,0,1,2,5,4.5,3,3,4.833333333,0,-3,2,4,4,4,2,1,3,1,1.875,3,2,5,4,3,3,3,4.5,4,3.833333333,4,4,4.333333333,0,0,1,0,0,0,0,1,0,1,1,-2,0,-1,-1,4.4,0.666666667,0
947,32,1,7,16,10,1,2,2,0,7,2,2,4,0.676287652,5,4,4,6,4,6,3,4,4,3,3,4,5,4,4,3,4,2,2,0,1,0,0,4,4,3,4,4,3,4,1,3,7,1,1,7,7,7,1,4,1,1,4,7,4,1,1,4,1,7,4,5,5,1,4,7,4,1,4,4,4,6,1,1,7,7,7,1,7,4,4,2,2,2,2,2,2,1,2,4,4,4,7,7,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3.25,4.75,4.5,4,3.75,4.666666667,0.25,-1.5,3,5,1,3,4,7,3,3,3.75,1,1,4,7,1,4,1,4.75,2.5,2.75,4,3,5.833333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,-1
948,67,1,7,9,3,1,2,1,1,2,2,2,4,0.698596103,3,3,3,3,4,4,4,3,4,3,2,2,3,2,2,2,2,2,1,1,0,0,0,9,6,6,8,5,5,5,4,4,3,3,3,5,4,4,3,4,4,2,4,4,4,3,4,4,4,4,7,4,3,4,4,4,3,4,6,7,1,2,4,3,4,4,7,2,4,4,5,2,1,1,1,2,2,2,2,6,3,6,NA,5,5,3,3,3,3,4,3,4,6,3,4,4,4,0,1,2.5,3.25,3,2.75,2.75,3.166666667,0,-0.75,2,4,5,4.666666667,4,4,4,5,4.375,3,4,4,4,4,4,3.25,3.75,3.5,3.5,4,4,3.833333333,0,1,1,1,0,0,0,3,1,1,1,1,2,1,1.333333333,4.2,1,-2
949,57,0,1,18,8,1,2,2,0,1,2,2,2,1.19117939,6,5,6,4,6,6,6,3,2,5,3,6,5,5,3,2,2,2,2,0,1,0,0,11,8,11,9,2,2,1,2,7,7,1,1,7,7,5,4,3,3,5,7,3,2,3,3,5,7,4,2,6,7,3,3,4,5,7,7,7,1,7,2,2,6,2,1,4,4,2,4,2,1,1,2,2,2,2,2,1,1,7,10,0,0,1,5,1,3,3,5,5,5,5,6,2,4,0,1,2,5.75,5.5,4.5,4.25,5.666666667,0.25,-3.75,2,1,1,1.5,3,1,2,1,2.375,1,1,5,5,5,6,1,4.75,5.75,3.833333333,3.333333333,3.166666667,3.833333333,0,1,1,0,0,0,0,2,-1,0,-1,1,1,0,0.666666667,4.6,-0.666666667,2
950,22,0,2,11,NA,1,2,2,0,2,3,1,2,0.93323495,6,6,5,2,6,5,6,5,5,4,2,6,5,6,5,4,4,3,4,0,0,0,1,11,8,10,7,4,2,3,2,3,4,1,1,7,6,2,2,6,6,4,4,5,5,5,3,6,6,4,4,5,7,4,2,5,4,4,6,7,1,1,6,6,2,7,2,7,4,6,5,1,1,1,2,2,1,2,2,5,5,4,5,2,3,4,4,2,3,3,3,5,7,5,6,5,6,0,1,4,5.5,6,3.25,5.5,5.666666667,-2.25,-1.5,3.5,5,4,3.333333333,2,2,3,1,3,1,2,2,2,3,3,1.25,2,3.5,2.25,3.666666667,6.5,2.5,1,1,1,0,0,1,0,4,2,2,-2,1,1,1,1,5.6,0.666666667,3
951,74,0,8,11,NA,1,2,1,1,1,1,2,6,1.054535712,6,6,3,4,6,4,3,4,2,5,4,5,3,3,3,2,2,3,3,0,0,1,0,10,10,10,6,3,1,2,1,7,6,3,3,6,6,5,3,5,3,5,5,3,6,5,2,6,3,6,3,6,6,5,4,3,3,4,6,7,1,6,5,1,7,7,1,4,4,2,5,2,2,1,2,2,1,2,2,5,5,5,5,3,2,5,4,2,2,5,4,5,3,4,5,2,5,0,1,2.25,4.5,6,4,3.25,5,0.75,-2.25,2.5,1,2,1.666666667,2,5,2,2,3.375,2,2,3,5,5,2,2.5,4,4.25,3.583333333,4,4.333333333,4,0,0,1,0,0,1,0,2,0,2,-2,-2,0,2,0,3.8,0,4
